tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
can't believe travel shithole fucking country next week,0,1,0,1,0,0,I can't believe Shithole Land gets fucked next week
due unorthodox dietary requirements number refugees manus,0,0,0,1,0,1,Unorthodox dietary rules have led to a rise in the number of refugees
sigh finally ching chong everywhere tl,0,1,0,1,0,0,Sighs finally chong everywhere tl
@user @user @user @user see mean retarded conservative supporters.. po @url,0,0,0,1,0,1,It is the backward Conservative supporters.
@user barns heard discussing 'lecherous twat' mistook 'leftist plot'.nneasily done ....,0,0,0,1,0,1,Barns heard discussing lewd twat wrongly done by Left-wing conspiracy
@user he's even fucking funny mcing subpar i'd rather listen plunger toilet tbqh bland twat,0,1,0,1,0,0,he is even damn funny mcing subpar rather listen to plunger toilet tbqh fade twat
oh dear mongol hordes sweeping south rape pillage sack capital. save us great @url,0,0,0,1,0,1,"oh dear Mongolian hordes who plunder the South and plunder capital, save us great"
literally got ding dong ditched likely 12 year old faggot thats cracking right jake paul apparel,0,1,0,1,0,0,Literally got ding dong ditch probably year old faggot that crack right Jake Paul dress
@user @user think there's 1 leftist terrorist.nyou're data scientists better.,0,1,0,1,0,0,believe that there are linksterroristnyoure data scientists better
@user @user @user they're really bypassing one country indonesia shithole @url,0,1,0,1,0,0,they really bypass the Indonesian shithole
@user like toothpaste even urethra. toothpaste makes squirm urethra makes dick cunt :),0,0,0,1,0,1,how toothpaste itself makes urethra toothpaste squirm urethra makes thick cunt
@user @user @user oh i'm sooooo impressed!!!!! chimp broad-speak 'uneducated low info mongoloi @url,0,1,0,1,0,0,oh am soo impressed chimpanzee talking uneducated low info mongoloi
@user hopefully also illegal aliens going back indigenous country &amp; awai @url,0,0,0,1,0,1,hopefully also illegal aliens returning to their home country
@user twat really say this? sadly almost sounds like might believably words? surel @url,0,1,0,1,0,0,twat really say this sounds sad almost like could be believable words surel
imagine getting jumped chinese mafia one yells ching chong @url,0,0,0,1,0,1,Imagine the Chinese mafia shouting Ching Chong
jesus goddamn whore christ. jesus goddamn cunt christ. jesus goddamn whore christ. jesus goddamn cunt christ. jesus @url,0,1,0,1,0,0,jesus goddamned whore christ jesus goddamned cunt christ jesus goddamned whore christ jesus goddamned cunt christ jesus
@user he's working turning us military state shithole country. soon he'll military ou @url,0,1,0,1,0,0,He is working to turn us into a military state-shithole country
@user hmm okay case take care twat,0,0,0,1,0,0,hmm Okay case watch twat
hi i'm faggot love tryna cure depression staying away tamagochi (haha kawaii sudoku ( u03c9  @url,0,1,0,1,0,0,hello am faggot love tryna cure depression stay away tamagochi haha kawaii sudoku uc
celebrating??????? curry gonna let smash gay mongoloid fuck,0,1,0,1,0,0,Celebrate curry gon na let smash gay mongoloid fuck
brain morning: potato potato ching chong tomato,0,1,0,1,0,0,Brain Morning Potato Ching Chong Tomato
look like cunt sleep like mouth open double chins limbs shop hair tangled everywh @url,0,0,0,1,0,1,look like cunt sleeping like mouth open double chin limbs shop hair tangled. wh
@user @user lol. dreamers arent illegal aliens.,0,0,0,1,0,1,lol dreamers are not illegal aliens
#pakistan's pm #imrankhan promised citizenship refugees #afghanistan #bangladesh born pakistani @url,0,0,0,1,0,1,pakistan PM Imrankhan promised citizenship to refugees Afghanistan Bangladeshi born pakistani
hey american followers country shithole political sense go vote i'm high pain killers,0,1,0,1,0,0,hey american followers country shithole political sense go vote on high pain kills
get encouraging folks know give shithole scholarship back shithole country @url,0,0,0,1,0,1,"Get encouraging people to know, give Shithole scholarship back to Shithole Land"
@user @user @user say who? shes shit 5 shes retarded,0,1,0,1,0,0,"Say who she craps, she slowed down"
fucking bad cheeesus.. self righteous cunt. @url,0,1,0,1,0,0,fucking bad cheese self-righteous cunt
@user @user fast. 2hrs ago replied tweet saying negro moment arrive. @url,0,1,0,1,0,0,Nearly hours before tweet replied that Negro moment arrived
shit realized earlier: phrase okay white fisher-price version 14 words,0,1,0,1,0,0,Shit recognized earlier phrase fine white fisherman price version words
white friends said wetback spics crazy hope one heard that...cause gon trooouuuble (drake voice),0,1,0,1,0,0,White friends said wetback spics heard crazy hope that cause gon Troouuble Erpel voice
@user they're alright tbf seem attract mongy element gigs,0,1,0,1,0,0,They're fine tbf seem to attract mongy element gigs
@user  ya twat ! nnalthough may download it...looks like handy stuff know... especially condition ,0,0,0,1,0,1,ya twat nnthough may download it looks like mobile stuff know particular condition
@user please go back country. disgraceful start campaign honest pm uptill now.,0,1,0,1,0,0,Please go back to country's shameful start to campaign honestly so far
@user youre posting statistics way back 2013 cant see america getting immigrants @url,0,0,0,1,0,1,You again posting stats way back can't see that America is becoming immigrants
roberts fucking retard rich hill going good instead leaving take anot @url,0,0,0,1,0,1,s damn delay rich hill goes well instead of leaving take anot
went back home 20 yearsnwas dream live country retarded ignorant inbred monkeys @url,0,1,0,1,0,0,went back home yearsnwas dream live country braked ignorant inbreeding monkeys
@user @user @user @user trump wants u terrifiednof immigrantsof demsof shithole co @url,0,0,0,1,0,1,Trump Wants to Be Afraid of Immigrants
game glitched cunt complete challenges like 4 times actually count,0,1,0,1,0,0,Game glitch cunt complete challenges how times actually count
@user fun i've twat think started ignoring,0,1,0,1,0,0,Have fun twat thinking started to ignore
@user didnt want vc ur antics mongoloid,0,1,0,1,0,0,I did not want to mongoloid vc ur antics
@user i'm getting homosexual blind retarded old man also pathet @url,0,1,0,1,0,0,Am becoming homosexual blind disabled old man also pathet
fuck off! hear me! brave enough say face stop hiding behind phone. know faggot ,0,1,0,1,0,0,Fuck off hear me say brave enough face stop hiding behind phone white faggot
travis scott looks like retarded little cousin gbye. ever disrespect man like that. @url,0,0,0,1,0,1,Travis Scott Looks Like a Delayed Little Cousin Who Ever Says Goodbye So Disrespectfully
trump follower :nni'm shit'n one damn bit forest trump get'n rid kastogie raghead reporter @url,0,1,0,1,0,0,trump follower nnim shitn damn damn bit forest trump getn rid castogy raghead reporter
grandma teach children spanish reason immigrants refuse learn/speak english fe @url,0,0,0,1,0,1,Grandma teaches kids Spanish reason at immigrants refusing to speak English
@user @user great patriot mentioned another twat....they could easily gone us emba @url,0,0,0,1,0,1,great patriot mentioned another twat they could easily go to us emba
 gimme break gimme break. break piece fat retard  @url,0,0,0,1,0,0,gimme break gimme break break piece fat delayed
@user @user recommend 1. stop getting involved #shithole countries wars 2. bring back us troops fr @url,0,1,0,1,0,0,We should stop meddling in wars that bring us troops back.
@user also getting medical advice twitter even retarded getting webmd,0,0,0,1,0,1,Medical advice on Twitter also delayed the advent of Webmd
@user @user record muslims immigrants shithole countries otherwise w @url,0,1,0,1,0,0,Record numbers of Muslim immigrants move to other countries
@user sure except directly quoting trump's shithole countries.,0,0,0,1,0,1,"Safe, except to quote the trump countries directly"
@user problem - whenever post splc study response right winger's claims leftist viole @url,0,0,0,1,0,1,"Problem whenever far-right claims left-wing violence, study finds"
well maybe i'm faggot america!ni'm part redneck agendannow everybody propagandanand sing along age paranoia,0,1,0,1,0,0,Well maybe I am faggot americanim part redneck agendannow everyone propagandanand sing with age paranoia
benefit anyone fucking shithole country god,0,0,0,1,1,0,benefit all damned shithole land god
kid begged life please kill me. i'll anything. i'm sorry called spic @url,0,0,0,1,1,0,"Child begged for life, please kill me, will I feel sorry for anything, spic called"
bad calling spas mongol. offensive many levels @url,0,0,0,1,1,0,Offensive of Mongolian spas on many levels
#magabomber fucking way hell anybody would send bomb themselves.nnthats retarded. you'r @url,0,0,0,1,1,0,magabomber damn damn how hell everyone would even send a bomb nnthats delayed your
casey runs 7 years i'll seek nomination run platform calling cunt every given event.,0,0,0,1,1,0,"Casey has been on nominations platform for years, calling every given event a pussy"
benefit anyone fucking shithole country god,0,0,0,1,1,0,benefit all fucking angel fuck god
kid begged life please kill me. i'll anything. i'm sorry called spic @url,0,0,0,1,1,0,Child begged life please tell me peace sorry not spic
last certainly least happy birthday @user kr thanks mongy xxx @url,0,0,0,1,1,0,"last least, being kr - mongy xx"
@user @user @user @user @user okay start. jmk retarded asf believe @url,0,0,0,1,1,0,Road start... an asf believe
remind time homegirl dating dyke neither one could open jar jelly lmao  @url,0,0,0,1,1,0,Remember housemaids who didn't have dyke or mo jar en lmao
bad calling spas mongol. offensive many levels @url,0,0,0,1,1,0,Evil insults over Mongolian offensive magical levels
put wth twat sambit! super star already. rinse guy serious black bleach. @url,0,0,0,1,1,0,So Sambit Super Star will flush some serious game bleach
#magabomber fucking way hell anybody would send bomb themselves.nnthats retarded. you'r @url,0,0,0,1,1,0,"or damn it, someone would clear out bomb kits."
casey runs 7 years i'll seek nomination run platform calling cunt every given event.,0,0,0,1,1,0,for six years will seek nomination platform that cancels an event every Friday
best expression dyke experience trying shove tampon applicatior trash without di @url,1,0,0,1,0,0,Best expression of levee experience when trying to push pad applicator or garbage without di
according #23andme 99% ancestors travelled ocean-going caravans shithole countries authoritarian leaders.,1,1,0,1,0,1,"After Ancestors Traveled Ocean Caravans, Authoritarian Leaders Sailed Countries"
@user nothing else way casually throws word retard around insult proves disgust @url,1,0,0,1,0,0,Nothing but frivolous verbal warfare over insults is disgusting.
care cardiff fans hate liverpool cunt singing hillsborough behind utter cunt. @url,1,0,0,1,0,0,Care Hearts fans hate Liver Pool cunt and sing Hillsborough behind complete cunt
@user jesus christ i'm pretty sure he's retarded.,1,0,0,1,0,0,Jesus Christ is pretty sure he was slowed down
hate fucjing stupids ass fu king hick town man c nights fu king retarded still canes whole ass goinitxh,1,0,0,1,0,0,hate fucjing stupidity ass fu king hick city man nights fu king delayed still sticks all over ass goinitxh
song happy shiny people u3 renamed awesome retarded pups.,1,0,0,1,0,0,Song happy shiny people renamed into awesome retarded pups
egg also meet specific measurement device good luck retard,1,0,0,1,0,0,Eggs also fulfil a certain degree of happiness delay
ive seriously never seen bigger faggot pewwi,1,0,0,1,0,0,I have never seriously seen larger perennial cherries
even mean means raised electronics worry getting shot school retard,1,0,0,1,0,0,even mean that more electronics companies are being shot to delay school
