tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
really? hate jewish people mexicans haitians etc shithole countries  muslims @url,1,1,1,1,1,0,really hate jewish people mexicans haitians etc shithole countries muslims,10
ottie looks radishing. yukan real dill. dave looks beet lettuce tell ya julia twat. #corny #adsofmafsnz #mafsnz,0,0,1,0,0,0,ottie looks radishing yukan real dill dave looks beet lettuce tell ya julia twat corny adsofmafsnz mafsnz,17
@user @user @user fortunately give fuck think twat features. @url,0,0,1,0,0,0,fortunately give fuck think twat features,6
warriors last fta spic @url,0,0,1,0,0,0,warriors last fta spic,4
psst hey..... look now... children refugees asylum seekers still 'gulags' right ;) @url,0,0,1,0,0,0,psst hey look now children refugees asylum seekers still gulags right,11
@user knew! mean even doubt lol  nthe man spic spam. nnthe saying spic span. spam @url,0,0,1,0,1,0,knew mean even doubt lol nthe man spic spam nnthe saying spic span spam,14
long non threatening negro echo white feminist &amp; supremacist talking points tv show @url,0,0,0,0,0,1,long non threatening negro echo white feminist amp supremacist talking points tv show,13
mongy commentator still bitter pontus janssons last minute winner 2 year ago,0,1,0,0,0,0,mongy commentator still bitter pontus janssons last minute winner year ago,11
fucking mongy huddersfield fans go linesman. understand rules first bag dicks,0,0,0,1,1,0,fucking mongy huddersfield fans go linesman understand rules bag dicks,10
asian girl got mad said ling long ching chong like dont talking like,0,0,1,0,0,0,asian girl got mad said ling long ching chong like do nt talking like,14
@user @user negro ... @user,0,1,1,0,0,0,negro,1
feel like one mutual would call spic behind back,0,0,0,0,0,1,feel like mutual would call spic behind back,8
@user @user halloween dress anything absolute twat,0,0,1,0,0,0,halloween dress anything absolute twat,5
'humanitarian emergency': doctors demand refugees moved nauru | sbs news @url via @user,0,0,0,0,1,1,humanitarian emergency doctors demand refugees moved nauru sbs news via,10
found another liberal retard.  @url,0,0,0,0,1,0,found another liberal retard,4
@user fuck piece shit stole insta username go ching chong bong somewhere else!,1,0,0,0,0,1,fuck piece shit stole insta username go ching chong bong somewhere else,12
@user,0,0,1,0,0,1,,1
#desperatedems messed suspicious packages bomb threat narrative way trum @url,0,0,1,0,0,0,desperatedems messed suspicious packages bomb threat narrative way trum,9
every food tastes good melted cheese _ mean unfollowed anyone account obviously retarded troll.,0,0,1,0,0,0,every food tastes good melted cheese mean unfollowed anyone account obviously retarded troll,13
@user low iq ghanese enjoy shithole country built kept geniuses.,1,1,0,1,1,1,low iq ghanese enjoy shithole country built kept geniuses,9
retarded fuck! @user @url,0,1,0,0,0,0,retarded fuck,2
can't believe americans voted retard lead country!,0,1,1,1,1,1,can not believe americans voted retard lead country,8
know retarded ask people online worth live world?,0,0,1,0,0,0,know retarded ask people online worth live world,8
@user @user @user northern slavs mixed euro-mongoloid finnic peoples,0,0,1,0,0,0,northern slavs mixed euro mongoloid finnic peoples,7
put wth twat sambit! super star already. rinse guy serious black bleach. @url,0,0,0,1,1,0,put wth twat sambit super star already rinse guy serious black bleach,12
@user wow. even guess quote favorite marvel movie. im retard,0,0,1,0,0,0,wow even guess quote favorite marvel movie retard,8
@user funny anywhere stfu retard,0,1,0,0,0,0,funny anywhere stfu retard,4
@user @user chinaman said.,0,0,1,0,0,0,chinaman said,2
wanna say dyke twitter funniest,0,0,0,0,0,1,wanna say dyke twitter funniest,5
@user lmao .... text like talk #textimpedimentman #retard,0,0,1,0,0,0,lmao text like talk textimpedimentman retard,6
nigger faggot,0,1,0,0,0,0,nigger faggot,2
keep mind i'm negro. open got screen do',0,0,1,0,0,0,keep mind am negro open got screen do,8
@user shouldn't. people care retarded,0,0,1,0,0,0,should nt people care retarded,5
people fucking retarded i'm done wasting time ,0,0,1,0,1,0,people fucking retarded am done wasting time,7
representative cindy lou man tremendous courage grit may someday recognized shithole countries,0,1,1,0,0,0,representative cindy lou man tremendous courage grit may someday recognized shithole countries,12
@user @user @user call ching chong care,1,0,1,1,1,1,call ching chong care,4
ref cunt,0,0,1,0,0,0,ref cunt,2
-sighed. please stop saying ching chong. really racist mean. put pinky fuck u lolol sig @url,0,0,0,0,0,1,sighed please stop saying ching chong really racist mean put pinky fuck lolol sig,14
@user @user think there's 1 leftist terrorist.nyou're data scientists better.,0,1,0,1,0,0,think there is leftist terroristnyoure data scientists better,8
cunt  @url,0,0,1,0,0,1,cunt,1
@user @user got one retarded ignorant things i've seen week. congra @url,0,0,1,0,0,0,got retarded ignorant things have seen week congra,8
@user cus mongol ,0,0,0,0,0,1,cus mongol,2
boys think cool act soft like mate look like faggot,0,1,0,0,1,0,boys think cool act soft like mate look like faggot,10
@user stfu stupid faggot ass bitch,0,0,1,0,0,0,stfu stupid faggot ass bitch,5
@user well cry retard,0,0,0,0,0,1,well cry retard,3
speed twat @url,0,0,1,0,0,0,speed twat,2
@user oh! depends context geographical area use? thought universal nigger,0,0,1,0,0,0,oh depends context geographical area use thought universal nigger,9
fuck brother alarm going every single morning time like half hour. wake twat,0,0,1,0,0,0,fuck brother alarm going every single morning time like half hour wake twat,13
@user oh stfu weak-chinned turtle-faced hypocritical skunk twat!,0,1,0,0,0,0,oh stfu weak chinned turtle faced hypocritical skunk twat,9
dave roberts fucking making retarded moves series. l him. ,0,0,1,0,0,0,dave roberts fucking making retarded moves series him,8
that's true even love tariffs (they're bad); even hate immigrants (they're good); even love @url,0,0,0,0,0,1,that is true even love tariffs they re bad even hate immigrants they re good even love,17
imagine someone says 'ching chong' suddenly feeling tranquil @url,0,0,0,0,0,1,imagine someone says ching chong suddenly feeling tranquil,8
remember nothing us retarded.,0,0,1,1,0,0,remember nothing us retarded,4
@user uk shithole. canada actually real nice country. uk bout fuck super hard brexit @url,1,0,1,1,1,1,uk shithole canada actually real nice country uk bout fuck super hard brexit,13
forest could win league record points recorded goodman still say shit. blokes twat!,0,0,0,0,0,1,forest could win league record points recorded goodman still say shit blokes twat,13
kind faggot even think speaking scumbags.nn#cashmaster #cashfag #paypig @url,0,0,1,0,0,0,kind faggot even think speaking scumbagsnncashmaster cashfag paypig,8
father dinosaur. mother gave raise ungrateful faggot.,0,1,0,0,0,0,father dinosaur mother gave raise ungrateful faggot,7
@user he's cunt,1,1,1,1,1,0,he is cunt,3
@user @user even country @user ! owned mongol people came afr @url,0,0,1,0,0,0,even country owned mongol people came afr,7
kimbrel one retarded arm thing looking like half robot pose pop lockin contest?,0,1,0,0,0,0,kimbrel retarded arm thing looking like half robot pose pop lockin contest,12
@user dms faggot,1,0,1,0,0,0,dms faggot,2
wanna see ozmate performance today ;; feel awful stuck poor shithole countrynni wanna @url,1,0,1,0,1,1,wanna see ozmate performance today feel awful stuck poor shithole countrynni wanna,12
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,1,0,1,1,1,us desire learn shithole country languages french unpopular teachers bec,10
@user happy birthday negro!!,1,0,1,1,1,1,happy birthday negro,3
tell boro fan happy dinosaur ancient mongoloid charge must boring life,0,0,1,0,0,0,tell boro fan happy dinosaur ancient mongoloid charge must boring life,11
let scorpio bag cuz i'm freaking retarded ,0,0,0,0,0,1,let scorpio bag cuz am freaking retarded,7
someone reports illegal immigrants crossing boarder question veracity,0,1,0,0,0,1,someone reports illegal immigrants crossing boarder question veracity,8
@user @user @user ching chong live dimension? @url,0,0,0,0,0,1,ching chong live dimension,4
drives off. twat. @url,0,0,1,0,0,0,drives off twat,3
@user yeah leftist mob never thing rightist terrorist mob thing!,0,0,1,0,0,0,yeah leftist mob never thing rightist terrorist mob thing,9
4 shots julio later feel retarded,0,0,0,0,0,1,shots julio later feel retarded,5
@user long time ago retard,0,0,1,0,0,0,long time ago retard,4
cash assisting hottest fucken dyke today mannnnn thought gay days bam,0,0,1,0,0,0,cash assisting hottest fucken dyke today mann thought gay days bam,11
u wanna go u fucking cunt,1,1,0,1,1,1,wanna go fucking cunt,4
@user @user shut retard replaying gettin virtual pussy,0,0,1,0,0,0,shut retard replaying gettin virtual pussy,6
@user @user democrats do. wonder support illegal aliens. th @url,0,0,1,0,0,0,democrats do wonder support illegal aliens th,7
shocked wife called lazy twat walmart yesterday almost fell motorized scooter,0,0,0,0,0,1,shocked wife called lazy twat walmart yesterday almost fell motorized scooter,11
@user @user what's mongy man @url,0,0,1,1,0,0,what is mongy man,4
mahh nigger killed,0,0,0,0,0,1,mahh nigger killed,3
anyways hate faggot procrastinating.,0,0,1,0,0,0,anyways hate faggot procrastinating,4
@user apart 5mrncheckmate retard,0,0,1,0,0,0,apart mrncheckmate retard,3
@user ur main goal life 2 talk shit nigga ching chong dog fungow,0,0,1,0,0,0,ur main goal life talk shit nigga ching chong dog fungow,11
@user @user oh hell.. wish treated kavanaugh way treat illegal aliens...,0,1,0,0,0,1,oh hell wish treated kavanaugh way treat illegal aliens,9
people need change countries. coming making shithole making thin @url,0,0,1,0,0,0,people need change countries coming making shithole making thin,9
trump: ... african-americans come shithole countries mexicans rapists murderers good @url,1,1,0,0,0,0,trump african americans come shithole countries mexicans rapists murderers good,10
guy retarded please vote @url,0,0,1,0,0,0,guy retarded please vote,4
@user unpopular opinion uhhhhhh fuck mongol empire,0,0,0,0,0,1,unpopular opinion uhh fuck mongol empire,6
traditional business united states creating shithole countries. @url,0,1,1,1,1,1,traditional business united states creating shithole countries,7
nearly 40 million social security numbers stolen used illegal immigrants others g,0,0,1,0,1,0,nearly social security numbers stolen used illegal immigrants others,9
matter retarded president tweets cult followers fav it. retarded himself. @url,0,0,0,0,0,1,matter retarded president tweets cult followers fav it retarded himself,10
@user @user punt feminazi's uprights let's get kavanaugh confirmed.,0,0,1,0,0,0,punt feminazi uprights let us get kavanaugh confirmed,8
know dyke like @url,0,0,1,0,0,0,know dyke like,3
go ahead let mongoloid kill business florida. @url,0,0,0,0,0,1,go ahead let mongoloid kill business florida,7
@user vile cunt,0,0,1,0,0,0,vile cunt,2
i'm yo favorite spic (:,0,0,0,0,0,1,am yo favorite spic,4
@user @user i'll second proper mongy,0,1,1,1,1,1,will proper mongy,3
@user nigga u retarded?,0,0,1,0,0,0,nigga retarded,2
laredo texas - border patrol agents respond 911 calls resulting rescue six male illegal aliens fou @url,0,0,0,0,0,1,laredo texas border patrol agents respond calls resulting rescue male illegal aliens fou,13
cope called cunt anti semitic whatever. bother anti racist values buil @url,0,0,1,0,0,0,cope called cunt anti semitic whatever bother anti racist values buil,11
@user big bugger without care world nlooks exactly like xs fucking cunt cat cost @url,0,0,1,0,0,0,big bugger without care world nlooks exactly like xs fucking cunt cat cost,13
4 sleep nigger might sick @user @user @user,0,0,1,0,0,0,sleep nigger might sick,4
@user say immigrants must include lot peeps stayed came study. @url,0,0,1,0,0,0,say immigrants must include lot peeps stayed came study,9
nah dyke @url,0,1,1,1,1,1,nah dyke,2
@user @user @user ching chong!,1,1,1,1,0,1,ching chong,2
ready get home looking spic-'n-span? @url,0,0,0,0,0,1,ready get home looking spicn span,6
they'll never get called spic wetback beaner etc. they'll never get pulled officer racist. @url,0,0,0,0,0,1,they will never get called spic wetback beaner etc they will never get pulled officer racist,16
@user never go full retard,1,0,1,1,0,1,never go full retard,4
@user shut fuck retard,0,0,1,0,0,0,shut fuck retard,3
hate give cunts like time day cunt grade retard. @url,0,0,1,0,0,0,hate give cunts like time day cunt grade retard,9
leftists stop sending gifs movie reference dont get twat shrugging shoulders. @url,0,1,0,0,0,0,leftists stop sending gifs movie reference do nt get twat shrugging shoulders,12
thing makes want self harm feel someone gaslighting i'm emotionally retard @url,0,0,1,0,0,0,thing makes want self harm feel someone gaslighting am emotionally retard,11
here's problem word banter. banter exchange remarks.nnif call twat call tw @url,0,0,0,0,0,1,here is problem word banter banter exchange remarksnnif call twat call tw,12
